merchant_id,merchant_name,category,country,city,risk_tier,registered_since
MER-02284,Merchant_2284,healthcare,CA,Toronto,low,2013-02-01
MER-02285,Merchant_2285,crypto_exchange,NG,Lagos,high,2016-12-01
MER-02286,Merchant_2286,travel,UK,London,low,2020-02-01
MER-02287,Merchant_2287,clothing,UK,London,low,2024-10-01
MER-02288,Merchant_2288,travel,UA,Kyiv,high,2018-12-01
MER-02289,Merchant_2289,grocery,NG,Lagos,high,2022-03-01
MER-02290,Merchant_2290,online_gambling,CA,Vancouver,high,2012-02-01
MER-02291,Merchant_2291,grocery,US,Los Angeles,low,2020-12-01
MER-02292,Merchant_2292,online_retail,UK,Birmingham,low,2017-08-01
MER-02293,Merchant_2293,electronics,IN,Mumbai,low,2015-06-01
MER-02294,Merchant_2294,wire_transfer,US,New York,high,2011-07-01
MER-02295,Merchant_2295,travel,CN,Beijing,high,2017-10-01
MER-02296,Merchant_2296,restaurant,CN,Beijing,high,2014-08-01
MER-02297,Merchant_2297,electronics,CA,Montreal,low,2019-04-01
MER-02298,Merchant_2298,entertainment,DE,Frankfurt,low,2012-03-01
MER-02299,Merchant_2299,clothing,IN,Mumbai,low,2024-08-01
MER-02300,Merchant_2300,electronics,RO,Cluj,high,2023-08-01
MER-02301,Merchant_2301,online_retail,IN,Mumbai,low,2014-09-01
MER-02302,Merchant_2302,crypto_exchange,US,Chicago,high,2014-04-01
MER-02303,Merchant_2303,jewelry,RU,St Petersburg,high,2014-01-01
MER-02304,Merchant_2304,online_retail,NG,Abuja,high,2016-01-01
MER-02305,Merchant_2305,entertainment,CN,Beijing,high,2017-02-01
MER-02306,Merchant_2306,entertainment,NG,Lagos,high,2019-12-01
MER-02307,Merchant_2307,travel,UA,Odessa,high,2022-10-01
MER-02308,Merchant_2308,jewelry,US,Los Angeles,high,2012-07-01
MER-02309,Merchant_2309,healthcare,RO,Bucharest,high,2017-08-01
MER-02310,Merchant_2310,utilities,CA,Vancouver,low,2013-07-01
MER-02311,Merchant_2311,gas_station,UK,Birmingham,low,2023-08-01
MER-02312,Merchant_2312,clothing,CN,Beijing,high,2021-03-01
MER-02313,Merchant_2313,entertainment,NG,Abuja,high,2014-12-01
MER-02314,Merchant_2314,jewelry,NG,Lagos,high,2014-01-01
MER-02315,Merchant_2315,gas_station,US,Los Angeles,low,2024-07-01
MER-02316,Merchant_2316,healthcare,US,New York,low,2020-04-01
MER-02317,Merchant_2317,online_gambling,UA,Odessa,high,2016-07-01
MER-02318,Merchant_2318,gas_station,CN,Shanghai,high,2012-09-01
MER-02319,Merchant_2319,travel,DE,Berlin,low,2024-08-01
MER-02320,Merchant_2320,entertainment,US,Los Angeles,low,2015-12-01
MER-02321,Merchant_2321,grocery,NG,Abuja,high,2013-05-01
MER-02322,Merchant_2322,online_gambling,DE,Frankfurt,high,2019-05-01
MER-02323,Merchant_2323,jewelry,CA,Toronto,high,2024-06-01
MER-02324,Merchant_2324,jewelry,UK,London,high,2015-09-01
MER-02325,Merchant_2325,healthcare,PH,Cebu,high,2023-03-01
MER-02326,Merchant_2326,online_retail,PH,Manila,high,2015-03-01
MER-02327,Merchant_2327,jewelry,US,Dallas,high,2010-03-01
MER-02328,Merchant_2328,electronics,CN,Beijing,high,2022-01-01
MER-02329,Merchant_2329,electronics,DE,Berlin,low,2020-08-01
MER-02330,Merchant_2330,electronics,CN,Beijing,high,2013-09-01
MER-02331,Merchant_2331,online_gambling,CN,Beijing,high,2023-03-01
MER-02332,Merchant_2332,utilities,RO,Bucharest,high,2017-09-01
MER-02333,Merchant_2333,travel,US,Los Angeles,low,2016-04-01
MER-02334,Merchant_2334,healthcare,PH,Manila,high,2010-03-01
MER-02335,Merchant_2335,entertainment,BR,Rio de Janeiro,low,2020-11-01
MER-02336,Merchant_2336,jewelry,RU,St Petersburg,high,2016-05-01
MER-02337,Merchant_2337,gas_station,US,Phoenix,low,2023-02-01
MER-02338,Merchant_2338,crypto_exchange,CA,Toronto,high,2011-01-01
MER-02339,Merchant_2339,wire_transfer,US,Los Angeles,high,2011-02-01
MER-02340,Merchant_2340,healthcare,US,Dallas,low,2010-11-01
MER-02341,Merchant_2341,clothing,US,Dallas,low,2013-12-01
MER-02342,Merchant_2342,electronics,US,Chicago,low,2023-05-01
MER-02343,Merchant_2343,travel,UK,Birmingham,low,2011-08-01
MER-02344,Merchant_2344,travel,CN,Beijing,high,2022-07-01
MER-02345,Merchant_2345,crypto_exchange,RO,Cluj,high,2024-07-01
MER-02346,Merchant_2346,jewelry,PH,Cebu,high,2015-11-01
MER-02347,Merchant_2347,electronics,RO,Cluj,high,2013-06-01
MER-02348,Merchant_2348,crypto_exchange,BR,Sao Paulo,high,2023-01-01
MER-02349,Merchant_2349,gas_station,BR,Sao Paulo,low,2010-08-01
MER-02350,Merchant_2350,gas_station,DE,Berlin,low,2010-06-01
MER-02351,Merchant_2351,crypto_exchange,CN,Shanghai,high,2010-10-01
MER-02352,Merchant_2352,jewelry,IN,Bangalore,high,2024-09-01
MER-02353,Merchant_2353,restaurant,DE,Berlin,low,2014-10-01
MER-02354,Merchant_2354,entertainment,UK,Manchester,low,2019-05-01
MER-02355,Merchant_2355,healthcare,CA,Toronto,low,2016-04-01
MER-02356,Merchant_2356,restaurant,RU,St Petersburg,high,2011-03-01
MER-02357,Merchant_2357,crypto_exchange,IN,Mumbai,high,2019-08-01
MER-02358,Merchant_2358,restaurant,BR,Rio de Janeiro,low,2011-12-01
MER-02359,Merchant_2359,utilities,IN,Delhi,low,2018-05-01
MER-02360,Merchant_2360,online_gambling,BR,Sao Paulo,high,2020-07-01
MER-02361,Merchant_2361,online_retail,CA,Montreal,low,2012-08-01
MER-02362,Merchant_2362,crypto_exchange,US,Houston,high,2018-05-01
MER-02363,Merchant_2363,entertainment,RU,Moscow,high,2010-03-01
MER-02364,Merchant_2364,utilities,NG,Lagos,high,2021-12-01
MER-02365,Merchant_2365,jewelry,RU,St Petersburg,high,2012-03-01
MER-02366,Merchant_2366,jewelry,US,Phoenix,high,2022-04-01
MER-02367,Merchant_2367,online_retail,CN,Shanghai,high,2019-12-01
MER-02368,Merchant_2368,entertainment,BR,Rio de Janeiro,low,2023-01-01
MER-02369,Merchant_2369,jewelry,UK,Manchester,high,2019-03-01
MER-02370,Merchant_2370,electronics,RO,Bucharest,high,2021-09-01
MER-02371,Merchant_2371,wire_transfer,CN,Beijing,high,2016-05-01
MER-02372,Merchant_2372,online_retail,BR,Rio de Janeiro,low,2017-05-01
MER-02373,Merchant_2373,utilities,US,New York,low,2023-12-01
MER-02374,Merchant_2374,wire_transfer,CA,Montreal,high,2022-03-01
MER-02375,Merchant_2375,restaurant,DE,Berlin,low,2022-12-01
MER-02376,Merchant_2376,travel,US,Los Angeles,low,2013-10-01
MER-02377,Merchant_2377,grocery,UK,Manchester,low,2015-07-01
MER-02378,Merchant_2378,travel,UK,Manchester,low,2013-12-01
MER-02379,Merchant_2379,restaurant,RO,Bucharest,high,2024-11-01
MER-02380,Merchant_2380,utilities,US,Chicago,low,2020-12-01
MER-02381,Merchant_2381,jewelry,CN,Shanghai,high,2013-03-01
MER-02382,Merchant_2382,travel,RO,Bucharest,high,2021-02-01
MER-02383,Merchant_2383,clothing,US,Phoenix,low,2022-06-01
MER-02384,Merchant_2384,online_gambling,UK,London,high,2020-05-01
MER-02385,Merchant_2385,wire_transfer,US,Los Angeles,high,2019-09-01
MER-02386,Merchant_2386,jewelry,PH,Cebu,high,2019-12-01
MER-02387,Merchant_2387,utilities,UK,Birmingham,low,2024-08-01
MER-02388,Merchant_2388,gas_station,CA,Vancouver,low,2020-07-01
MER-02389,Merchant_2389,crypto_exchange,CA,Toronto,high,2013-09-01
MER-02390,Merchant_2390,gas_station,NG,Abuja,high,2011-12-01
MER-02391,Merchant_2391,wire_transfer,US,Dallas,high,2021-01-01
MER-02392,Merchant_2392,gas_station,BR,Rio de Janeiro,low,2024-10-01
MER-02393,Merchant_2393,online_retail,IN,Mumbai,low,2024-07-01
MER-02394,Merchant_2394,jewelry,RO,Cluj,high,2010-04-01
MER-02395,Merchant_2395,crypto_exchange,CA,Montreal,high,2011-08-01
MER-02396,Merchant_2396,crypto_exchange,BR,Rio de Janeiro,high,2022-06-01
MER-02397,Merchant_2397,grocery,US,Chicago,low,2022-01-01
MER-02398,Merchant_2398,travel,RO,Cluj,high,2020-08-01
MER-02399,Merchant_2399,online_retail,UK,London,low,2024-05-01
MER-02400,Merchant_2400,jewelry,RU,Moscow,high,2016-06-01
MER-02401,Merchant_2401,grocery,RO,Cluj,high,2015-09-01
MER-02402,Merchant_2402,crypto_exchange,CN,Shanghai,high,2020-08-01
MER-02403,Merchant_2403,online_gambling,NG,Abuja,high,2012-07-01
MER-02404,Merchant_2404,healthcare,RO,Cluj,high,2013-10-01
MER-02405,Merchant_2405,online_retail,US,Los Angeles,low,2010-08-01
MER-02406,Merchant_2406,electronics,US,New York,low,2016-12-01
MER-02407,Merchant_2407,online_gambling,UK,Manchester,high,2021-01-01
MER-02408,Merchant_2408,gas_station,PH,Cebu,high,2010-02-01
MER-02409,Merchant_2409,online_gambling,US,Phoenix,high,2011-02-01
MER-02410,Merchant_2410,wire_transfer,UK,London,high,2022-04-01
MER-02411,Merchant_2411,wire_transfer,UA,Odessa,high,2010-02-01
MER-02412,Merchant_2412,online_retail,IN,Bangalore,low,2017-08-01
MER-02413,Merchant_2413,travel,DE,Frankfurt,low,2011-04-01
MER-02414,Merchant_2414,entertainment,IN,Delhi,low,2012-07-01
MER-02415,Merchant_2415,clothing,US,Los Angeles,low,2015-09-01
MER-02416,Merchant_2416,wire_transfer,US,Houston,high,2011-11-01
MER-02417,Merchant_2417,entertainment,RU,St Petersburg,high,2022-02-01
MER-02418,Merchant_2418,grocery,RO,Cluj,high,2014-11-01
MER-02419,Merchant_2419,online_gambling,RO,Bucharest,high,2011-08-01
MER-02420,Merchant_2420,electronics,CN,Shanghai,high,2012-09-01
MER-02421,Merchant_2421,jewelry,IN,Bangalore,high,2020-04-01
MER-02422,Merchant_2422,healthcare,RU,Moscow,high,2019-11-01
MER-02423,Merchant_2423,grocery,RU,Moscow,high,2016-10-01
MER-02424,Merchant_2424,entertainment,US,Phoenix,low,2012-12-01
MER-02425,Merchant_2425,online_retail,RO,Cluj,high,2018-02-01
MER-02426,Merchant_2426,grocery,US,Dallas,low,2011-06-01
MER-02427,Merchant_2427,utilities,PH,Manila,high,2023-03-01
MER-02428,Merchant_2428,online_retail,UK,Birmingham,low,2022-04-01
MER-02429,Merchant_2429,online_gambling,NG,Lagos,high,2015-09-01
MER-02430,Merchant_2430,wire_transfer,CN,Beijing,high,2019-03-01
MER-02431,Merchant_2431,online_gambling,CA,Toronto,high,2016-09-01
MER-02432,Merchant_2432,healthcare,IN,Mumbai,low,2012-04-01
MER-02433,Merchant_2433,wire_transfer,CN,Beijing,high,2012-08-01
MER-02434,Merchant_2434,entertainment,UK,London,low,2015-12-01
MER-02435,Merchant_2435,healthcare,CN,Shanghai,high,2019-10-01
MER-02436,Merchant_2436,healthcare,UK,Manchester,low,2020-10-01
MER-02437,Merchant_2437,crypto_exchange,RU,St Petersburg,high,2012-05-01
MER-02438,Merchant_2438,electronics,IN,Delhi,low,2010-01-01
MER-02439,Merchant_2439,healthcare,IN,Delhi,low,2015-06-01
MER-02440,Merchant_2440,grocery,UA,Kyiv,high,2021-01-01
MER-02441,Merchant_2441,jewelry,DE,Munich,high,2023-08-01
MER-02442,Merchant_2442,gas_station,CN,Beijing,high,2017-09-01
MER-02443,Merchant_2443,wire_transfer,IN,Bangalore,high,2022-03-01
MER-02444,Merchant_2444,healthcare,DE,Munich,low,2010-12-01
MER-02445,Merchant_2445,clothing,CA,Toronto,low,2012-12-01
MER-02446,Merchant_2446,healthcare,DE,Munich,low,2021-10-01
MER-02447,Merchant_2447,grocery,UK,Birmingham,low,2019-12-01
MER-02448,Merchant_2448,online_retail,US,Phoenix,low,2015-01-01
MER-02449,Merchant_2449,grocery,IN,Delhi,low,2012-01-01
MER-02450,Merchant_2450,gas_station,BR,Rio de Janeiro,low,2014-06-01
MER-02451,Merchant_2451,electronics,UK,Manchester,low,2020-08-01
MER-02452,Merchant_2452,utilities,RU,Moscow,high,2023-01-01
MER-02453,Merchant_2453,entertainment,PH,Cebu,high,2014-02-01
MER-02454,Merchant_2454,travel,DE,Munich,low,2023-02-01
MER-02455,Merchant_2455,wire_transfer,IN,Mumbai,high,2023-04-01
MER-02456,Merchant_2456,entertainment,NG,Abuja,high,2013-05-01
MER-02457,Merchant_2457,healthcare,PH,Manila,high,2019-05-01
MER-02458,Merchant_2458,jewelry,US,Houston,high,2021-10-01
MER-02459,Merchant_2459,gas_station,UA,Odessa,high,2014-08-01
MER-02460,Merchant_2460,online_retail,CN,Beijing,high,2022-10-01
MER-02461,Merchant_2461,online_gambling,US,Phoenix,high,2015-07-01
MER-02462,Merchant_2462,travel,UA,Odessa,high,2011-02-01
MER-02463,Merchant_2463,online_gambling,CA,Vancouver,high,2010-04-01
MER-02464,Merchant_2464,gas_station,US,Los Angeles,low,2022-07-01
MER-02465,Merchant_2465,grocery,US,Chicago,low,2016-08-01
MER-02466,Merchant_2466,online_retail,RU,St Petersburg,high,2023-09-01
MER-02467,Merchant_2467,entertainment,IN,Bangalore,low,2013-02-01
MER-02468,Merchant_2468,entertainment,UK,London,low,2017-01-01
MER-02469,Merchant_2469,restaurant,US,Houston,low,2011-07-01
MER-02470,Merchant_2470,clothing,US,Chicago,low,2023-10-01
MER-02471,Merchant_2471,electronics,US,Los Angeles,low,2017-08-01
MER-02472,Merchant_2472,online_retail,US,New York,low,2012-02-01
MER-02473,Merchant_2473,wire_transfer,UK,Birmingham,high,2011-05-01
MER-02474,Merchant_2474,entertainment,BR,Sao Paulo,low,2016-02-01
MER-02475,Merchant_2475,healthcare,US,Chicago,low,2021-11-01
MER-02476,Merchant_2476,online_retail,UK,London,low,2022-10-01
MER-02477,Merchant_2477,gas_station,DE,Frankfurt,low,2017-04-01
MER-02478,Merchant_2478,online_gambling,UA,Kyiv,high,2020-08-01
MER-02479,Merchant_2479,entertainment,RO,Cluj,high,2023-01-01
MER-02480,Merchant_2480,clothing,DE,Frankfurt,low,2024-05-01
MER-02481,Merchant_2481,utilities,DE,Frankfurt,low,2016-12-01
MER-02482,Merchant_2482,crypto_exchange,US,Dallas,high,2010-07-01
MER-02483,Merchant_2483,entertainment,UK,London,low,2014-01-01
MER-02484,Merchant_2484,electronics,CA,Vancouver,low,2017-08-01
MER-02485,Merchant_2485,utilities,CA,Vancouver,low,2019-02-01
MER-02486,Merchant_2486,utilities,PH,Manila,high,2019-12-01
MER-02487,Merchant_2487,grocery,CA,Montreal,low,2017-05-01
MER-02488,Merchant_2488,electronics,UA,Odessa,high,2024-04-01
MER-02489,Merchant_2489,crypto_exchange,RO,Bucharest,high,2012-05-01
MER-02490,Merchant_2490,restaurant,UK,London,low,2017-04-01
MER-02491,Merchant_2491,healthcare,US,New York,low,2023-04-01
MER-02492,Merchant_2492,utilities,UK,Manchester,low,2019-03-01
MER-02493,Merchant_2493,clothing,UK,London,low,2012-12-01
MER-02494,Merchant_2494,grocery,DE,Frankfurt,low,2023-01-01
MER-02495,Merchant_2495,restaurant,UK,Manchester,low,2015-05-01
MER-02496,Merchant_2496,online_retail,RO,Cluj,high,2016-11-01
MER-02497,Merchant_2497,jewelry,DE,Berlin,high,2011-04-01
MER-02498,Merchant_2498,grocery,CA,Montreal,low,2024-03-01
MER-02499,Merchant_2499,electronics,DE,Frankfurt,low,2016-02-01
MER-02500,Merchant_2500,jewelry,DE,Berlin,high,2015-08-01
MER-02501,Merchant_2501,online_retail,NG,Abuja,high,2014-12-01
MER-02502,Merchant_2502,wire_transfer,DE,Munich,high,2012-01-01
MER-02503,Merchant_2503,jewelry,IN,Delhi,high,2020-05-01
MER-02504,Merchant_2504,wire_transfer,US,Chicago,high,2021-09-01
MER-02505,Merchant_2505,gas_station,UK,Birmingham,low,2019-06-01
MER-02506,Merchant_2506,travel,US,Houston,low,2023-09-01
MER-02507,Merchant_2507,gas_station,NG,Abuja,high,2020-10-01
MER-02508,Merchant_2508,travel,UK,Manchester,low,2017-08-01
MER-02509,Merchant_2509,travel,UK,Manchester,low,2018-05-01
MER-02510,Merchant_2510,crypto_exchange,US,Phoenix,high,2024-12-01
MER-02511,Merchant_2511,entertainment,CN,Beijing,high,2015-07-01
MER-02512,Merchant_2512,online_retail,NG,Abuja,high,2016-10-01
MER-02513,Merchant_2513,crypto_exchange,RO,Cluj,high,2013-11-01
MER-02514,Merchant_2514,entertainment,DE,Munich,low,2013-12-01
MER-02515,Merchant_2515,electronics,CA,Montreal,low,2014-07-01
MER-02516,Merchant_2516,clothing,UA,Odessa,high,2021-05-01
MER-02517,Merchant_2517,grocery,UK,Birmingham,low,2016-04-01
MER-02518,Merchant_2518,online_retail,CN,Shanghai,high,2014-12-01
MER-02519,Merchant_2519,jewelry,US,Los Angeles,high,2011-11-01
MER-02520,Merchant_2520,grocery,US,Phoenix,low,2010-06-01
MER-02521,Merchant_2521,gas_station,DE,Munich,low,2018-01-01
MER-02522,Merchant_2522,clothing,NG,Abuja,high,2016-04-01
MER-02523,Merchant_2523,wire_transfer,CN,Beijing,high,2016-03-01
MER-02524,Merchant_2524,utilities,UK,Birmingham,low,2014-09-01
MER-02525,Merchant_2525,grocery,PH,Cebu,high,2012-02-01
MER-02526,Merchant_2526,jewelry,UK,London,high,2012-03-01
MER-02527,Merchant_2527,utilities,UK,Manchester,low,2010-10-01
MER-02528,Merchant_2528,entertainment,RO,Cluj,high,2021-11-01
MER-02529,Merchant_2529,clothing,US,Chicago,low,2014-07-01
MER-02530,Merchant_2530,healthcare,CA,Montreal,low,2012-04-01
MER-02531,Merchant_2531,wire_transfer,IN,Bangalore,high,2024-02-01
MER-02532,Merchant_2532,clothing,RO,Cluj,high,2015-03-01
MER-02533,Merchant_2533,entertainment,BR,Sao Paulo,low,2020-04-01
MER-02534,Merchant_2534,travel,US,Houston,low,2016-09-01
MER-02535,Merchant_2535,utilities,PH,Manila,high,2010-04-01
MER-02536,Merchant_2536,grocery,CN,Beijing,high,2022-06-01
MER-02537,Merchant_2537,wire_transfer,RU,Moscow,high,2015-10-01
MER-02538,Merchant_2538,wire_transfer,UK,London,high,2015-12-01
MER-02539,Merchant_2539,healthcare,UK,Manchester,low,2021-09-01
MER-02540,Merchant_2540,wire_transfer,RU,Moscow,high,2012-05-01
MER-02541,Merchant_2541,grocery,RU,St Petersburg,high,2023-10-01
MER-02542,Merchant_2542,jewelry,BR,Rio de Janeiro,high,2018-11-01
MER-02543,Merchant_2543,clothing,US,New York,low,2021-08-01
MER-02544,Merchant_2544,travel,DE,Berlin,low,2010-12-01
MER-02545,Merchant_2545,wire_transfer,PH,Manila,high,2023-08-01
MER-02546,Merchant_2546,grocery,CA,Montreal,low,2020-06-01
MER-02547,Merchant_2547,online_retail,NG,Abuja,high,2023-02-01
MER-02548,Merchant_2548,electronics,DE,Berlin,low,2013-03-01
MER-02549,Merchant_2549,gas_station,IN,Mumbai,low,2013-11-01
MER-02550,Merchant_2550,wire_transfer,US,Los Angeles,high,2011-10-01
MER-02551,Merchant_2551,clothing,UK,Birmingham,low,2022-06-01
MER-02552,Merchant_2552,utilities,NG,Lagos,high,2022-04-01
MER-02553,Merchant_2553,entertainment,US,Los Angeles,low,2020-12-01
MER-02554,Merchant_2554,entertainment,RO,Cluj,high,2016-09-01
MER-02555,Merchant_2555,electronics,CN,Shanghai,high,2022-10-01
MER-02556,Merchant_2556,travel,UA,Kyiv,high,2019-07-01
MER-02557,Merchant_2557,restaurant,CA,Toronto,low,2012-03-01
MER-02558,Merchant_2558,wire_transfer,PH,Manila,high,2019-12-01
MER-02559,Merchant_2559,grocery,US,Phoenix,low,2016-02-01
MER-02560,Merchant_2560,entertainment,RO,Bucharest,high,2020-05-01
MER-02561,Merchant_2561,restaurant,DE,Munich,low,2010-02-01
MER-02562,Merchant_2562,wire_transfer,US,Houston,high,2021-11-01
MER-02563,Merchant_2563,jewelry,US,New York,high,2017-06-01
MER-02564,Merchant_2564,electronics,UK,London,low,2020-07-01
MER-02565,Merchant_2565,grocery,BR,Sao Paulo,low,2015-06-01
MER-02566,Merchant_2566,jewelry,RU,Moscow,high,2016-02-01
MER-02567,Merchant_2567,restaurant,CA,Montreal,low,2024-01-01
MER-02568,Merchant_2568,grocery,US,Houston,low,2018-04-01
MER-02569,Merchant_2569,clothing,US,Dallas,low,2018-11-01
MER-02570,Merchant_2570,grocery,US,Houston,low,2011-03-01
MER-02571,Merchant_2571,healthcare,UK,Birmingham,low,2016-10-01
MER-02572,Merchant_2572,electronics,RU,St Petersburg,high,2022-10-01
MER-02573,Merchant_2573,clothing,US,Phoenix,low,2011-05-01
MER-02574,Merchant_2574,jewelry,PH,Cebu,high,2012-07-01
MER-02575,Merchant_2575,restaurant,BR,Sao Paulo,low,2012-09-01
MER-02576,Merchant_2576,healthcare,PH,Cebu,high,2018-06-01
MER-02577,Merchant_2577,clothing,US,Los Angeles,low,2016-07-01
MER-02578,Merchant_2578,entertainment,UA,Kyiv,high,2024-10-01
MER-02579,Merchant_2579,grocery,DE,Frankfurt,low,2016-02-01
MER-02580,Merchant_2580,grocery,RO,Cluj,high,2024-12-01
MER-02581,Merchant_2581,jewelry,PH,Cebu,high,2010-08-01
MER-02582,Merchant_2582,healthcare,RO,Bucharest,high,2013-03-01
MER-02583,Merchant_2583,electronics,UK,London,low,2013-11-01
MER-02584,Merchant_2584,healthcare,US,Houston,low,2015-08-01
MER-02585,Merchant_2585,entertainment,RO,Cluj,high,2010-06-01
MER-02586,Merchant_2586,gas_station,NG,Lagos,high,2022-12-01
MER-02587,Merchant_2587,online_retail,CN,Shanghai,high,2024-03-01
MER-02588,Merchant_2588,travel,US,Chicago,low,2011-08-01
MER-02589,Merchant_2589,clothing,US,Los Angeles,low,2014-11-01
MER-02590,Merchant_2590,online_gambling,IN,Delhi,high,2012-10-01
MER-02591,Merchant_2591,gas_station,US,Houston,low,2018-02-01
MER-02592,Merchant_2592,electronics,US,New York,low,2019-03-01
MER-02593,Merchant_2593,gas_station,RO,Bucharest,high,2014-07-01
MER-02594,Merchant_2594,utilities,RU,Moscow,high,2023-02-01
MER-02595,Merchant_2595,jewelry,RO,Cluj,high,2019-01-01
MER-02596,Merchant_2596,travel,BR,Sao Paulo,low,2017-08-01
MER-02597,Merchant_2597,crypto_exchange,UK,Birmingham,high,2021-11-01
MER-02598,Merchant_2598,entertainment,CN,Shanghai,high,2020-09-01
MER-02599,Merchant_2599,clothing,UK,London,low,2024-05-01
MER-02600,Merchant_2600,entertainment,UA,Odessa,high,2022-02-01
MER-02601,Merchant_2601,grocery,RU,St Petersburg,high,2011-02-01
MER-02602,Merchant_2602,online_retail,CN,Shanghai,high,2018-02-01
MER-02603,Merchant_2603,jewelry,US,Houston,high,2015-04-01
MER-02604,Merchant_2604,travel,US,Phoenix,low,2020-07-01
MER-02605,Merchant_2605,wire_transfer,NG,Abuja,high,2019-01-01
MER-02606,Merchant_2606,restaurant,RO,Bucharest,high,2013-09-01
MER-02607,Merchant_2607,grocery,NG,Abuja,high,2014-11-01
MER-02608,Merchant_2608,grocery,US,Los Angeles,low,2017-04-01
MER-02609,Merchant_2609,wire_transfer,US,Los Angeles,high,2017-10-01
MER-02610,Merchant_2610,crypto_exchange,RO,Bucharest,high,2010-06-01
MER-02611,Merchant_2611,jewelry,IN,Delhi,high,2011-11-01
MER-02612,Merchant_2612,restaurant,DE,Berlin,low,2020-08-01
MER-02613,Merchant_2613,restaurant,NG,Lagos,high,2019-07-01
MER-02614,Merchant_2614,wire_transfer,UA,Odessa,high,2014-02-01
MER-02615,Merchant_2615,jewelry,RO,Cluj,high,2010-05-01
MER-02616,Merchant_2616,crypto_exchange,NG,Lagos,high,2014-11-01
MER-02617,Merchant_2617,healthcare,UA,Kyiv,high,2017-05-01
MER-02618,Merchant_2618,grocery,PH,Manila,high,2017-12-01
MER-02619,Merchant_2619,online_retail,RU,St Petersburg,high,2020-06-01
MER-02620,Merchant_2620,travel,UK,Birmingham,low,2010-12-01
MER-02621,Merchant_2621,utilities,US,Houston,low,2023-08-01
MER-02622,Merchant_2622,jewelry,CA,Toronto,high,2016-05-01
MER-02623,Merchant_2623,entertainment,DE,Munich,low,2012-08-01
MER-02624,Merchant_2624,utilities,US,Dallas,low,2013-09-01
MER-02625,Merchant_2625,online_gambling,RO,Bucharest,high,2013-11-01
MER-02626,Merchant_2626,wire_transfer,NG,Lagos,high,2022-03-01
MER-02627,Merchant_2627,gas_station,US,Los Angeles,low,2017-02-01
MER-02628,Merchant_2628,online_retail,CN,Beijing,high,2012-10-01
MER-02629,Merchant_2629,grocery,US,New York,low,2019-10-01
MER-02630,Merchant_2630,utilities,CN,Beijing,high,2013-07-01
MER-02631,Merchant_2631,grocery,RO,Bucharest,high,2023-07-01
MER-02632,Merchant_2632,electronics,IN,Delhi,low,2016-02-01
MER-02633,Merchant_2633,restaurant,UK,Birmingham,low,2017-11-01
MER-02634,Merchant_2634,electronics,US,Los Angeles,low,2013-10-01
MER-02635,Merchant_2635,crypto_exchange,US,Houston,high,2021-07-01
MER-02636,Merchant_2636,entertainment,CN,Shanghai,high,2013-08-01
MER-02637,Merchant_2637,clothing,BR,Rio de Janeiro,low,2013-07-01
MER-02638,Merchant_2638,travel,BR,Rio de Janeiro,low,2021-05-01
MER-02639,Merchant_2639,online_retail,RO,Cluj,high,2022-11-01
MER-02640,Merchant_2640,online_gambling,NG,Lagos,high,2010-02-01
MER-02641,Merchant_2641,restaurant,UK,London,low,2019-07-01
MER-02642,Merchant_2642,wire_transfer,NG,Abuja,high,2015-04-01
MER-02643,Merchant_2643,entertainment,NG,Lagos,high,2015-07-01
MER-02644,Merchant_2644,online_retail,RO,Bucharest,high,2016-04-01
MER-02645,Merchant_2645,jewelry,CN,Beijing,high,2013-07-01
MER-02646,Merchant_2646,clothing,UK,Birmingham,low,2024-07-01
MER-02647,Merchant_2647,healthcare,US,Chicago,low,2010-04-01
MER-02648,Merchant_2648,electronics,US,Phoenix,low,2011-10-01
MER-02649,Merchant_2649,clothing,UK,London,low,2014-05-01
MER-02650,Merchant_2650,grocery,CA,Toronto,low,2022-10-01
MER-02651,Merchant_2651,gas_station,UA,Kyiv,high,2014-11-01
MER-02652,Merchant_2652,online_gambling,RU,Moscow,high,2011-01-01
MER-02653,Merchant_2653,utilities,UK,Manchester,low,2013-09-01
MER-02654,Merchant_2654,utilities,RU,Moscow,high,2016-09-01
MER-02655,Merchant_2655,electronics,NG,Abuja,high,2023-12-01
MER-02656,Merchant_2656,online_retail,UA,Kyiv,high,2024-03-01
MER-02657,Merchant_2657,utilities,US,Chicago,low,2020-11-01
MER-02658,Merchant_2658,grocery,CN,Beijing,high,2010-10-01
MER-02659,Merchant_2659,crypto_exchange,US,Dallas,high,2013-07-01
MER-02660,Merchant_2660,healthcare,US,Phoenix,low,2021-09-01
MER-02661,Merchant_2661,travel,US,Houston,low,2020-11-01
MER-02662,Merchant_2662,healthcare,RU,St Petersburg,high,2011-08-01
MER-02663,Merchant_2663,travel,CA,Toronto,low,2022-09-01
MER-02664,Merchant_2664,clothing,RO,Bucharest,high,2023-05-01
MER-02665,Merchant_2665,online_retail,US,Dallas,low,2024-04-01
MER-02666,Merchant_2666,gas_station,UK,London,low,2018-05-01
MER-02667,Merchant_2667,restaurant,RU,Moscow,high,2016-06-01
MER-02668,Merchant_2668,online_retail,US,New York,low,2019-12-01
MER-02669,Merchant_2669,wire_transfer,US,Phoenix,high,2021-05-01
MER-02670,Merchant_2670,grocery,PH,Manila,high,2019-06-01
